object_code,object_description,2019_actuals,2020_actuals,2021_budget,2021_actuals,2022_proposed_budget,2022_adopted_budget,fund_number,fund_name,org_key,department,fund_category,report_date
3923110,Property sale,41250,5300,20000,3317,20000,20000,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3938110,Capital Contributions,0,7607584,0,0,0,0,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,15157670,0,14614760,14614760,551,Augusta Regional Airport,551000000,Augusta Regional Airport,INTERNAL SERVICE FUNDS,2021-12-31
3923110,Property sale,-3095,0,0,-84,0,0,551,Augusta Regional Airport,551081113,Facility Maintenance,INTERNAL SERVICE FUNDS,2021-12-31
3492602,Customer Facility Charge,1543496,1118686,1404580,998854,1415380,1415380,551,Augusta Regional Airport,551081115,CFC REV/EXP,INTERNAL SERVICE FUNDS,2021-12-31
3492601,Passenger Facilities Charges,1374588,720121,776200,892076,1191460,1191460,551,Augusta Regional Airport,551081116,Series 2015 A (PFC) Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,2079,501,1400,19,1000,1000,551,Augusta Regional Airport,551081116,Series 2015 A (PFC) Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3611111,Int Revenue - DS Reserve,14306,3351,11000,104,11000,11000,551,Augusta Regional Airport,551081116,Series 2015 A (PFC) Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3311114,Federal Dept of Transport.,0,0,800000,0,800000,800000,551,Augusta Regional Airport,551081117,DOT SCASD Grant Project,INTERNAL SERVICE FUNDS,2021-12-31
3711110,Contributions And Donations Fr,0,3000,270000,0,270000,270000,551,Augusta Regional Airport,551081117,DOT SCASD Grant Project,INTERNAL SERVICE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,0,150000,0,0,0,0,551,Augusta Regional Airport,551081117,DOT SCASD Grant Project,INTERNAL SERVICE FUNDS,2021-12-31
3312111,Fed Op Grt-Opr-Noncat-Dir-FAA,0,0,12376240,3496997,2589390,2589390,551,Augusta Regional Airport,551081118,CARES ACT Grant,INTERNAL SERVICE FUNDS,2021-12-31
3313110,Fed Op Grt-Capital-Direct,0,39208,7000000,325783,10924910,10924910,551,Augusta Regional Airport,551081118,CARES ACT Grant,INTERNAL SERVICE FUNDS,2021-12-31
3312111,Fed Op Grt-Opr-Noncat-Dir-FAA,0,0,0,0,4410610,4410610,551,Augusta Regional Airport,551081119,Airport Rescue Grant,INTERNAL SERVICE FUNDS,2021-12-31
3313110,Fed Op Grt-Capital-Direct,0,0,2682110,2682108,0,0,551,Augusta Regional Airport,551081120,CRSSA Grant,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,551,Augusta Regional Airport,551081201,Airport Administration,INTERNAL SERVICE FUNDS,2021-12-31
3313111,Fed Op Grt-Capital-Dir-FAA,655631,805418,613450,56060,0,0,551,Augusta Regional Airport,551081301,AIP Projects 1,INTERNAL SERVICE FUNDS,2021-12-31
3343112,Georgia DOT Cost Sharing,6655,31222,34080,1850,0,0,551,Augusta Regional Airport,551081301,AIP Projects 1,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,551,Augusta Regional Airport,551081301,AIP Projects 1,INTERNAL SERVICE FUNDS,2021-12-31
3313111,Fed Op Grt-Capital-Dir-FAA,11921698,2283775,6037030,4543976,0,0,551,Augusta Regional Airport,551081302,AIP Projects 2,INTERNAL SERVICE FUNDS,2021-12-31
3343112,Georgia DOT Cost Sharing,305241,423022,0,9866,0,0,551,Augusta Regional Airport,551081302,AIP Projects 2,INTERNAL SERVICE FUNDS,2021-12-31
3313111,Fed Op Grt-Capital-Dir-FAA,1571753,300397,1767840,117916,2274280,2274280,551,Augusta Regional Airport,551081303,AIP Projects 3,INTERNAL SERVICE FUNDS,2021-12-31
3343112,Georgia DOT Cost Sharing,0,0,98210,0,126010,126010,551,Augusta Regional Airport,551081303,AIP Projects 3,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,551,Augusta Regional Airport,551081303,AIP Projects 3,INTERNAL SERVICE FUNDS,2021-12-31
3313111,Fed Op Grt-Capital-Dir-FAA,0,0,0,0,1317840,1317840,551,Augusta Regional Airport,551081304,AIP Projects 4,INTERNAL SERVICE FUNDS,2021-12-31
3343112,Georgia DOT Cost Sharing,0,0,0,0,73210,73210,551,Augusta Regional Airport,551081304,AIP Projects 4,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,551,Augusta Regional Airport,551081304,AIP Projects 4,INTERNAL SERVICE FUNDS,2021-12-31
3343112,Georgia DOT Cost Sharing,0,0,3688480,1802165,7652690,7652690,551,Augusta Regional Airport,551081305,Other Proj-Airside,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,0,0,0,0,551,Augusta Regional Airport,551081305,Other Proj-Airside,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,5231,1042,4000,40,3000,3000,551,Augusta Regional Airport,551611131,Series 2015B (Gen Rev) Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3611111,Int Revenue - DS Reserve,7864,1933,6000,60,5000,5000,551,Augusta Regional Airport,551611131,Series 2015B (Gen Rev) Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3611112,Int Revenue - O&M Reserve,24541,4384,16000,155,8000,8000,551,Augusta Regional Airport,551611131,Series 2015B (Gen Rev) Bonds,INTERNAL SERVICE FUNDS,2021-12-31
3311111,Fed Op Grant-Categ-Direct-FAA,0,0,0,0,0,0,552,Daniel Field,552000000,Daniel Field,INTERNAL SERVICE FUNDS,2021-12-31
3442260,Stormwater Fees,0,0,24000,0,0,0,552,Daniel Field,552000000,Daniel Field,INTERNAL SERVICE FUNDS,2021-12-31
3445120,Right of Way Fees,0,34114,0,0,0,0,552,Daniel Field,552000000,Daniel Field,INTERNAL SERVICE FUNDS,2021-12-31
3492301,Airline Space Rental,96829,53729,96480,81859,96480,96480,552,Daniel Field,552000000,Daniel Field,INTERNAL SERVICE FUNDS,2021-12-31
3492508,Other Property Rental,16340,475,15000,5000,15000,15000,552,Daniel Field,552000000,Daniel Field,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,-429,1362,0,264,0,0,552,Daniel Field,552000000,Daniel Field,INTERNAL SERVICE FUNDS,2021-12-31
3831110,Rents and royalties,19354,0,18000,36871,20000,20000,552,Daniel Field,552000000,Daniel Field,INTERNAL SERVICE FUNDS,2021-12-31
3891110,Miscellaneous Income,0,462,5000,0,5000,5000,552,Daniel Field,552000000,Daniel Field,INTERNAL SERVICE FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,187150,0,226060,226060,552,Daniel Field,552000000,Daniel Field,INTERNAL SERVICE FUNDS,2021-12-31
3311111,Fed Op Grant-Categ-Direct-FAA,1179777,482513,0,0,0,0,552,Daniel Field,552081205,FAA Runway 5/23 Rehab,INTERNAL SERVICE FUNDS,2021-12-31
3343112,Georgia DOT Cost Sharing,65543,26806,0,0,0,0,552,Daniel Field,552081205,FAA Runway 5/23 Rehab,INTERNAL SERVICE FUNDS,2021-12-31
3312111,Fed Op Grt-Opr-Noncat-Dir-FAA,0,139752,237000,7074,29700,29700,552,Daniel Field,552081206,FAA Study & AZO Update,INTERNAL SERVICE FUNDS,2021-12-31
3343112,Georgia DOT Cost Sharing,0,7764,12500,393,1650,1650,552,Daniel Field,552081206,FAA Study & AZO Update,INTERNAL SERVICE FUNDS,2021-12-31
3312111,Fed Op Grt-Opr-Noncat-Dir-FAA,0,69000,23000,23000,0,0,552,Daniel Field,552081207,FAA-Covid 19 Airport Ec Rel,INTERNAL SERVICE FUNDS,2021-12-31
3312111,Fed Op Grt-Opr-Noncat-Dir-FAA,0,0,158330,0,0,0,552,Daniel Field,552081208,FAA grt-Environmental,INTERNAL SERVICE FUNDS,2021-12-31
3343112,Georgia DOT Cost Sharing,0,0,7920,0,0,0,552,Daniel Field,552081208,FAA grt-Environmental,INTERNAL SERVICE FUNDS,2021-12-31
3442260,Stormwater Fees,13601276,13638666,13902000,13894648,13902000,13902000,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3442270,Stormwater Fee Credit,-467871,-77342,-334130,-109134,-334130,-334130,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3442330,W&S Returned Check Fees,360,280,450,420,450,450,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3442341,Bad Debt Recovery,37220,3233,7750,3993,7750,7750,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3492101,Late Fees,483134,314666,493790,728607,493790,493790,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3611110,Interest revenues,53295,40290,0,0,0,0,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,46890,46890,0,380250,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3911235,Op Trsf fr TIA,0,0,0,0,0,10300,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3911371,Op Tsfr from TIA,0,20540,20540,20540,20540,20540,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3911542,Op Trsf from Garbage Collectio,0,0,225000,225000,225000,225000,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3923110,Property sale,0,23832,0,450,0,0,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3938110,Capital Contributions,0,378347,0,0,0,0,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3951110,Encumbrance Carry Forwards,0,0,1417480,0,0,0,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3951120,Capital Project Carry Forwards,0,0,0,0,0,0,581,Stormwater Utility,581000000,Stormwater Utility,INTERNAL SERVICE FUNDS,2021-12-31
3418101,Risk Mgmt Cost Allocation-GF,579273,766750,589110,589110,670400,670400,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3418273,Risk Mgmt Cost Allocation-LF,636132,769565,1111560,1111560,1093860,1093860,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3418274,Risk Mgmt Cost Allocation-FP,180810,253544,331100,331100,377320,377320,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3418324,Risk Mgmt Cost Alloc-SPLOST,0,0,0,0,0,0,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3418329,Risk Mgmt-Cost All-SPLOST 7,3407,2526,11160,11160,9140,9140,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3418506,Risk Mgmt Cost Allocation-WS,572556,572335,667800,667800,654930,654930,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3418541,Risk Mgmt Cost Allocation-WM,11277,21947,84910,84910,46850,46850,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3418551,Risk Mgmt Cost Allocation-BF,40799,48457,44340,44340,57100,57100,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3494210,Health Insurance-Employee Cont,0,0,0,53,0,0,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3611110,Interest revenues,25048,8175,0,0,0,0,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3891110,Miscellaneous Income,1050,2172,0,1050,0,0,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,11420,11420,0,0,611,Risk Management,611000000,Risk Management,ENTERPRISE FUNDS,2021-12-31
3519902,Safety Review Board Fines,17480,14321,0,16067,0,0,611,Risk Management,611015214,Damage Expense,ENTERPRISE FUNDS,2021-12-31
3454110,Clinic Fees,3790,3400,0,5120,0,0,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3474210,Event Sponsorship fees,475,0,0,0,0,0,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3494210,Health Insurance-Employee Cont,5895353,5895549,7224690,5659254,7448140,7448140,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3494211,Life Insurance-Employee Contr,0,0,0,58,0,0,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3494220,Health Insurance-Employer Cont,23744823,25839403,24187000,20348085,24935070,24935070,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3611110,Interest revenues,37117,-4979,0,0,0,0,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3811210,RxCard Royalties,0,0,0,220,0,0,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3891110,Miscellaneous Income,511838,639269,500000,1636481,2000000,2000000,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,726680,435060,760690,760690,412790,412790,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911216,Op Tsfr from Emergency Telepho,48260,28490,49710,49710,68330,68330,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911217,Op Transfer to Building Inspct,18990,14060,23170,23170,28330,28330,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911221,Op Tsfr from Housing & Neighbo,22370,13040,21870,21870,29830,29830,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911226,Op Trsf from Cares Act,0,2000000,0,0,0,0,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,0,0,1500000,1500000,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911273,Op Tsfr from Law Enforcement,647910,353320,601050,601050,357720,357720,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911274,Op Tsfr from Fire Protection,373190,231150,405440,405440,281190,281190,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911276,Op Tsfr from Street Lights,3860,2180,3810,3810,5270,5270,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911329,Op Tsfr from SPLOST 7,20350,11510,19590,19590,23570,23570,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,331630,195950,338450,338450,231610,231610,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911541,Op Tsfr from Waste Management,21920,16850,35770,35770,48840,48840,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911542,Op Trsf from Garbage Collectio,17570,11150,12790,12790,16360,16360,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911546,Op Tsfr from Augusta Public Tr,8720,4680,7870,7870,9170,9170,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911551,Op Tsfr from Bush Field Airpor,80190,47660,80060,80060,107810,107810,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911581,Op Trsf fr SWU,59580,37870,63320,63320,79470,79470,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3911764,Op Tsfr from Other Urban Pensi,162750,94570,166020,166020,106750,106750,616,Employee Health Benefits Fund,616000000,Employee Health Benefits,ENTERPRISE FUNDS,2021-12-31
3499110,Other Charges for Service,3686536,3199905,4770800,4863851,4520870,4520870,621,Workers Compensation Fund,621000000,Workers Compensation Fund,ENTERPRISE FUNDS,2021-12-31
3611110,Interest revenues,-2559,-881,0,0,0,0,621,Workers Compensation Fund,621000000,Workers Compensation Fund,ENTERPRISE FUNDS,2021-12-31
3494223,Unemployment-Employer Contri,18663,39988,102500,134241,171250,171250,622,Unemployment Fund,622000000,Unemployment Fund,ENTERPRISE FUNDS,2021-12-31
3611110,Interest revenues,-169,-98,0,0,0,0,622,Unemployment Fund,622000000,Unemployment Fund,ENTERPRISE FUNDS,2021-12-31
3494222,L-T Disability-Employer Contri,299385,308546,309550,256697,314780,314780,623,Long-Term Disability Insurance,623000000,Long-Term Disability,ENTERPRISE FUNDS,2021-12-31
3611110,Interest revenues,-417,-186,0,0,0,0,623,Long-Term Disability Insurance,623000000,Long-Term Disability,ENTERPRISE FUNDS,2021-12-31
3494310,Charge for Vehicle Maint.,4638437,4827213,5344820,5230133,5314230,5314230,626,Fleet Operations & Management,626000000,Fleet Operations &,ENTERPRISE FUNDS,2021-12-31
3611110,Interest revenues,3008,1248,0,0,0,0,626,Fleet Operations & Management,626000000,Fleet Operations &,ENTERPRISE FUNDS,2021-12-31
3891110,Miscellaneous Income,2865,525,500,7694,0,0,626,Fleet Operations & Management,626000000,Fleet Operations &,ENTERPRISE FUNDS,2021-12-31
3911230,Oper Trf fr ARPA-City,0,0,3660,3660,0,0,626,Fleet Operations & Management,626000000,Fleet Operations &,ENTERPRISE FUNDS,2021-12-31
3923110,Property sale,0,0,0,310,0,0,626,Fleet Operations & Management,626000000,Fleet Operations &,ENTERPRISE FUNDS,2021-12-31
3811110,Sale of contraband property,0,173,0,0,0,0,626,Fleet Operations & Management,626016440,Fleet Management &,ENTERPRISE FUNDS,2021-12-31
3891110,Miscellaneous Income,0,1083,0,0,0,0,626,Fleet Operations & Management,626016440,Fleet Management &,ENTERPRISE FUNDS,2021-12-31
3611110,Interest revenues,-7831,-2560,0,0,0,0,631,GMA Lease Program,631000000,GMA Lease Program,ENTERPRISE FUNDS,2021-12-31
3611130,Interest Earned-GMA,468458,374503,617600,273969,617600,617600,631,GMA Lease Program,631000000,GMA Lease Program,ENTERPRISE FUNDS,2021-12-31
3891110,Miscellaneous Income,14,0,0,0,0,0,631,GMA Lease Program,631000000,GMA Lease Program,ENTERPRISE FUNDS,2021-12-31
3911272,Op Tsfr from Capital Outlay,75400,75400,0,0,0,0,631,GMA Lease Program,631037110,Emergency Telephone,ENTERPRISE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,33491,33491,8440,0,0,0,631,GMA Lease Program,631043110,W&S-Administration,ENTERPRISE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,0,26159,25640,0,54160,54160,631,GMA Lease Program,631043210,W&S-Customer Service,ENTERPRISE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,77669,88304,88810,0,73490,73490,631,GMA Lease Program,631043410,W&S-Construction,ENTERPRISE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,77524,67977,33100,0,7600,7600,631,GMA Lease Program,631043430,W&S-Ft. Gordon,ENTERPRISE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,0,9279,18560,0,9280,9280,631,GMA Lease Program,631043510,W&S-Water Production,ENTERPRISE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,0,22978,51970,0,22980,22980,631,GMA Lease Program,631043540,Tobacco Rd WTP,ENTERPRISE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,0,0,0,0,6000,6000,631,GMA Lease Program,631043570,W&S Water Quality,ENTERPRISE FUNDS,2021-12-31
3911506,Op Tsfr from Water & Sewerage,93138,135672,223120,0,196690,196690,631,GMA Lease Program,631043580,W&S Facilities Maintenance,ENTERPRISE FUNDS,2021-12-31
3911541,Op Tsfr from Waste Management,240332,380263,380270,0,570270,570270,631,GMA Lease Program,631044210,Solid Waste Landfill,ENTERPRISE FUNDS,2021-12-31
3911581,Op Trsf fr SWU,171915,171915,171920,0,0,0,631,GMA Lease Program,631044320,Stormwater Utilities,ENTERPRISE FUNDS,2021-12-31
3911551,Op Tsfr from Bush Field Airpor,29095,55317,97680,0,67680,67680,631,GMA Lease Program,631081106,Aircraft Services,ENTERPRISE FUNDS,2021-12-31
3911551,Op Tsfr from Bush Field Airpor,47080,47080,47080,0,47080,47080,631,GMA Lease Program,631081107,Air Rescue & Fire Fighting,ENTERPRISE FUNDS,2021-12-31
3911551,Op Tsfr from Bush Field Airpor,11503,11503,11340,0,12840,12840,631,GMA Lease Program,631081108,Airport Security,ENTERPRISE FUNDS,2021-12-31
3911551,Op Tsfr from Bush Field Airpor,10308,8428,8430,0,8430,8430,631,GMA Lease Program,631081112,Bush Field Operations,ENTERPRISE FUNDS,2021-12-31
3911551,Op Tsfr from Bush Field Airpor,17618,0,16660,0,8900,8900,631,GMA Lease Program,631081113,Bush Field Engineering Maint,ENTERPRISE FUNDS,2021-12-31
3911511,Operating Transfer 2004 Bond S,0,0,0,0,0,0,631,GMA Lease Program,631081121,Bush Field IT,ENTERPRISE FUNDS,2021-12-31
3911551,Op Tsfr from Bush Field Airpor,8675,8675,0,0,0,0,631,GMA Lease Program,631081121,Bush Field IT,ENTERPRISE FUNDS,2021-12-31
3911551,Op Tsfr from Bush Field Airpor,0,0,0,0,5000,5000,631,GMA Lease Program,631081205,Bush Field Bldg Maint,ENTERPRISE FUNDS,2021-12-31
3911551,Op Tsfr from Bush Field Airpor,0,0,0,0,13330,13330,631,GMA Lease Program,631081208,Bush Field Security,ENTERPRISE FUNDS,2021-12-31
3519310,Parking violation,0,0,0,245,0,0,726,Sheriff Dept Trust Fund,726000000,Sheriff Dept Trust Fund,TRUST & AGENCY FUNDS,2021-12-31
3611110,Interest revenues,17548,6179,17520,0,7000,7000,761,1945 Pension Fund,761000000,1945 Pension Fund,TRUST & AGENCY FUNDS,2021-12-31
3641110,Gain or Loss on Equity Invests,922219,629108,216530,702466,329590,329590,761,1945 Pension Fund,761000000,1945 Pension Fund,TRUST & AGENCY FUNDS,2021-12-31
3841110,Employee Pension Contribution,240,0,0,0,0,0,761,1945 Pension Fund,761000000,1945 Pension Fund,TRUST & AGENCY FUNDS,2021-12-31
3841210,Employer Pension Contribution,221270,292280,598790,0,491440,491440,761,1945 Pension Fund,761000000,1945 Pension Fund,TRUST & AGENCY FUNDS,2021-12-31
3891110,Miscellaneous Income,0,0,0,80,0,0,761,1945 Pension Fund,761000000,1945 Pension Fund,TRUST & AGENCY FUNDS,2021-12-31
3611110,Interest revenues,-35763,-16037,0,0,0,0,763,Urban 1949 Pension Plan,763000000,Urban 1949 Pension Plan,TRUST & AGENCY FUNDS,2021-12-31
3641110,Gain or Loss on Equity Invests,13153270,9081661,4737260,11157667,5032700,5032700,763,Urban 1949 Pension Plan,763000000,Urban 1949 Pension Plan,TRUST & AGENCY FUNDS,2021-12-31
3841110,Employee Pension Contribution,50574,34954,35820,24431,29480,29480,763,Urban 1949 Pension Plan,763000000,Urban 1949 Pension Plan,TRUST & AGENCY FUNDS,2021-12-31
3841210,Employer Pension Contribution,1835100,2275850,2830850,0,2256960,2256960,763,Urban 1949 Pension Plan,763000000,Urban 1949 Pension Plan,TRUST & AGENCY FUNDS,2021-12-31
3891110,Miscellaneous Income,351,224,0,2961,0,0,763,Urban 1949 Pension Plan,763000000,Urban 1949 Pension Plan,TRUST & AGENCY FUNDS,2021-12-31
3911271,Op Tsfr from Urban Services Di,2004814,2065945,1769770,1769770,1539450,1539450,764,Other Urban Pension Plans,764000000,Other Urban Pension Plans,TRUST & AGENCY FUNDS,2021-12-31
3611110,Interest revenues,22646,17500,19000,10844,19000,19000,791,Exp Trust Fund-Perpetual Care,791000000,Exp Trust Fund-Perpetual,TRUST & AGENCY FUNDS,2021-12-31
3711110,Contributions And Donations Fr,0,0,0,100,0,0,791,Exp Trust Fund-Perpetual Care,791000000,Exp Trust Fund-Perpetual,TRUST & AGENCY FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,36150,0,0,0,791,Exp Trust Fund-Perpetual Care,791000000,Exp Trust Fund-Perpetual,TRUST & AGENCY FUNDS,2021-12-31
3611110,Interest revenues,314,315,310,306,310,310,792,Exp Trust Fund-Joseph Lamar,792000000,Exp Trust Fund-Joseph Lamar,TRUST & AGENCY FUNDS,2021-12-31
3491110,Cemetery fees,0,50,0,50,0,0,796,Non-Expendable Tf-Perp. Care,796000000,Non-Expendable Tf-Perp. Care,TRUST & AGENCY FUNDS,2021-12-31
3611110,Interest revenues,86,38,0,0,0,0,796,Non-Expendable Tf-Perp. Care,796000000,Non-Expendable Tf-Perp. Care,TRUST & AGENCY FUNDS,2021-12-31
3641110,Gain or Loss on Equity Invests,19380,8117,0,-5632,0,0,796,Non-Expendable Tf-Perp. Care,796000000,Non-Expendable Tf-Perp. Care,TRUST & AGENCY FUNDS,2021-12-31
3611110,Interest revenues,-77404,-39983,0,4674,0,0,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3831110,Rents and royalties,19044,19714,0,26972,0,0,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3891110,Miscellaneous Income,0,0,0,5000,0,0,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3911101,Op Tsfr from General Fund,250000,401100,401100,401100,401100,401100,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3911235,Op Trsf fr TIA,125000,125000,125000,125000,125000,125000,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3911297,Opr Trf from Transporation/Tou,600000,600000,600000,600000,600000,600000,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3911329,Op Tsfr from SPLOST 7,2199800,2198370,2201200,2201200,0,0,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3923110,Property sale,3475,237096,64520,2467004,0,0,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3933110,Revenue Bonds Proceeds,0,12899000,0,0,0,0,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,2265000,0,2401200,2401200,950,Urban Redevelopment Agency,950000000,Urban Redevelopment,TRUST & AGENCY FUNDS,2021-12-31
3611110,Interest revenues,397122,23499,0,0,0,0,951,URA Foundry Project,951000000,URA Foundry Project,TRUST & AGENCY FUNDS,2021-12-31
3891110,Miscellaneous Income,45833,1121879,0,0,0,0,951,URA Foundry Project,951000000,URA Foundry Project,TRUST & AGENCY FUNDS,2021-12-31
3952110,Fund Balance Appropriations,0,0,1101340,0,1100000,1100000,951,URA Foundry Project,951000000,URA Foundry Project,TRUST & AGENCY FUNDS,2021-12-31
